Family,MajorAxisLength,MinorAxisLength,Sample,Oto length (mm),Oto length (um),Type age,Region,Locality
Gobiidae,84.40761538,56.3578855,AT14-2-1,0.844076154,844.0761538,Sub Recent,Bocas,Punta Donato
Gobiidae,84.66120703,73.43152523,AT12-1-3-1,0.84661207,846.6120703,Sub Recent,Bocas,STRI Point
Gobiidae,84.71147065,73.29083483,AT14-3-6,0.847114707,847.1147065,Sub Recent,Bocas,Cayo Adriana
Gobiidae,84.74689192,61.63444273,AT14-2-2,0.847468919,847.4689192,Sub Recent,Bocas,Punta Donato
Gobiidae,84.94523364,64.38482927,AT14-2-1,0.849452336,849.4523364,Sub Recent,Bocas,Punta Donato
Gobiidae,84.99589736,73.99536866,AT12-1-4-1,0.849958974,849.9589736,Sub Recent,Bocas,STRI Point
Gobiidae,85.07506167,67.68786958,AT12-1-3-1,0.850750617,850.7506167,Sub Recent,Bocas,STRI Point
Gobiidae,85.08778635,74.0371899,AT12-1-1-1,0.850877864,850.8778635,Sub Recent,Bocas,STRI Point
Gobiidae,85.33160626,71.8920032,AT14-2-1,0.853316063,853.3160626,Sub Recent,Bocas,Punta Donato
Gobiidae,85.51220323,66.14680975,AT12-4-4-2,0.855122032,855.1220323,Sub Recent,Bocas,SW Bocas Island
Gobiidae,85.5414757,77.02805839,AT12-3-3-1,0.855414757,855.414757,Sub Recent,Bocas,Playa Estrella
Gobiidae,85.59988673,75.05092044,AT14-2-2,0.855998867,855.9988673,Sub Recent,Bocas,Punta Donato
Gobiidae,85.63871502,73.72834356,AT12-3-2-1,0.85638715,856.3871502,Sub Recent,Bocas,Playa Estrella
Gobiidae,85.8940362,61.65570179,AT14-2-2,0.858940362,858.940362,Sub Recent,Bocas,Punta Donato
Gobiidae,86.15736943,69.06409633,AT14-2-2,0.861573694,861.5736943,Sub Recent,Bocas,Punta Donato
Gobiidae,86.19613195,73.3038647,AT12-1-3-1,0.86196132,861.9613195,Sub Recent,Bocas,STRI Point
Gobiidae,86.23217968,61.7746707,AT14-2-2,0.862321797,862.3217968,Sub Recent,Bocas,Punta Donato
Gobiidae,86.31285824,70.00305016,AT14-1-2,0.863128582,863.1285824,Sub Recent,Bocas,Casa Blanca new
Gobiidae,86.3633597,101.7736828,AT14-2-1,0.863633597,863.633597,Sub Recent,Bocas,Punta Donato
Gobiidae,86.45374142,73.64552826,AT14-2-2,0.864537414,864.5374142,Sub Recent,Bocas,Punta Donato
Gobiidae,86.47333499,80.68775871,AT14-2-2,0.86473335,864.7333499,Sub Recent,Bocas,Punta Donato
Gobiidae,86.49705783,70.78806359,AT12-1-4-1,0.864970578,864.9705783,Sub Recent,Bocas,STRI Point
Gobiidae,86.67837118,74.01633678,AT12-1-4-1,0.866783712,866.7837118,Sub Recent,Bocas,STRI Point
Gobiidae,86.76583264,68.87051914,AT14-2-2,0.867658326,867.6583264,Sub Recent,Bocas,Punta Donato
Gobiidae,86.90307053,77.22732044,AT12-3-1-1,0.869030705,869.0307053,Sub Recent,Bocas,Playa Estrella
Gobiidae,86.92101133,91.06622679,AT14-2-2,0.869210113,869.2101133,Sub Recent,Bocas,Punta Donato
Gobiidae,86.93681436,86.06712443,AT14-2-1,0.869368144,869.3681436,Sub Recent,Bocas,Punta Donato
Gobiidae,87.0354838,62.55983502,AT14-2-2,0.870354838,870.354838,Sub Recent,Bocas,Punta Donato
Gobiidae,87.23924106,65.60501965,AT14-2-1,0.872392411,872.3924106,Sub Recent,Bocas,Punta Donato
Gobiidae,87.2637257,68.32840659,AT14-2-1,0.872637257,872.637257,Sub Recent,Bocas,Punta Donato
Gobiidae,87.31384485,70.14300143,AT12-3-3-1,0.873138449,873.1384485,Sub Recent,Bocas,Playa Estrella
Gobiidae,87.32254204,78.99332752,AT12-1-4-1,0.87322542,873.2254204,Sub Recent,Bocas,STRI Point
Gobiidae,87.41476377,71.32795693,AT14-1-2,0.874147638,874.1476377,Sub Recent,Bocas,Casa Blanca new
Gobiidae,87.49429344,70.84196763,AT14-2-2,0.874942934,874.9429344,Sub Recent,Bocas,Punta Donato
Gobiidae,87.61450263,73.63015595,AT12-3-2-1,0.876145026,876.1450263,Sub Recent,Bocas,Playa Estrella
Gobiidae,87.62155691,69.82533318,AT12-1-4-1,0.876215569,876.2155691,Sub Recent,Bocas,STRI Point
Gobiidae,87.67327111,73.95829381,AT12-1-4-1,0.876732711,876.7327111,Sub Recent,Bocas,STRI Point
Gobiidae,87.6931159,70.1014875,AT14-2-2,0.876931159,876.931159,Sub Recent,Bocas,Punta Donato
Gobiidae,87.7183321,76.2119481,AT14-2-1,0.877183321,877.183321,Sub Recent,Bocas,Punta Donato
Gobiidae,87.7831582,74.87081683,AT12-4-4-2,0.877831582,877.831582,Sub Recent,Bocas,SW Bocas Island
Gobiidae,87.92761399,76.08005735,AT12-4-3-1,0.87927614,879.2761399,Sub Recent,Bocas,SW Bocas Island
Gobiidae,87.95385226,66.82258258,AT14-2-2,0.879538523,879.5385226,Sub Recent,Bocas,Punta Donato
Gobiidae,87.95640354,88.40003941,AT14-2-1,0.879564035,879.5640354,Sub Recent,Bocas,Punta Donato
Gobiidae,88.09340979,84.13991668,AT12-3-2-1,0.880934098,880.9340979,Sub Recent,Bocas,Playa Estrella
Gobiidae,88.15350793,76.27764889,AT12-1-4-1,0.881535079,881.5350793,Sub Recent,Bocas,STRI Point
Gobiidae,88.20074811,75.0451904,AT12-1-4-1,0.882007481,882.0074811,Sub Recent,Bocas,STRI Point
Gobiidae,88.25401648,65.77886887,AT14-2-2,0.882540165,882.5401648,Sub Recent,Bocas,Punta Donato
Gobiidae,88.28319328,72.20343068,AT12-1-4-1,0.882831933,882.8319328,Sub Recent,Bocas,STRI Point
Gobiidae,88.34150686,77.69153373,AT12-4-4-2,0.883415069,883.4150686,Sub Recent,Bocas,SW Bocas Island
Gobiidae,88.75229754,73.33084912,AT14-2-2,0.887522975,887.5229754,Sub Recent,Bocas,Punta Donato
Gobiidae,88.77376239,70.89883088,AT12-1-4-1,0.887737624,887.7376239,Sub Recent,Bocas,STRI Point
Gobiidae,88.9002327,78.56072164,AT14-2-1,0.889002327,889.002327,Sub Recent,Bocas,Punta Donato
Gobiidae,89.08882572,80.7153472,AT12-4-3-1,0.890888257,890.8882572,Sub Recent,Bocas,SW Bocas Island
Gobiidae,89.15480591,72.75395538,AT14-3-6,0.891548059,891.5480591,Sub Recent,Bocas,Cayo Adriana
Gobiidae,89.18134756,73.51090945,AT12-1-3-1,0.891813476,891.8134756,Sub Recent,Bocas,STRI Point
Gobiidae,89.18590683,69.47480704,AT14-3-6,0.891859068,891.8590683,Sub Recent,Bocas,Cayo Adriana
Gobiidae,89.2208594,76.48525184,AT12-3-3-1,0.892208594,892.208594,Sub Recent,Bocas,Playa Estrella
Gobiidae,89.36895571,78.6020296,AT12-3-2-1,0.893689557,893.6895571,Sub Recent,Bocas,Playa Estrella
Gobiidae,89.46438496,71.5048738,AT14-2-1,0.89464385,894.6438496,Sub Recent,Bocas,Punta Donato
Gobiidae,89.51965026,99.78915796,AT14-2-2,0.895196503,895.1965026,Sub Recent,Bocas,Punta Donato
Gobiidae,89.60590957,75.1086918,AT14-1-2,0.896059096,896.0590957,Sub Recent,Bocas,Casa Blanca new
Gobiidae,89.67836307,58.16281801,AT14-2-2,0.896783631,896.7836307,Sub Recent,Bocas,Punta Donato
Gobiidae,89.69398485,74.24088156,AT14-1-2,0.896939849,896.9398485,Sub Recent,Bocas,Casa Blanca new
Gobiidae,89.71038479,72.74069686,AT12-4-4-2,0.897103848,897.1038479,Sub Recent,Bocas,SW Bocas Island
Gobiidae,89.78458827,75.34918095,AT14-2-2,0.897845883,897.8458827,Sub Recent,Bocas,Punta Donato
Gobiidae,90.08782988,61.24743054,AT14-2-2,0.900878299,900.8782988,Sub Recent,Bocas,Punta Donato
Gobiidae,90.17107613,75.61966884,AT12-3-3-1,0.901710761,901.7107613,Sub Recent,Bocas,Playa Estrella
Gobiidae,90.21429411,83.40992701,AT12-3-3-1,0.902142941,902.1429411,Sub Recent,Bocas,Playa Estrella
Gobiidae,90.30328325,80.51613412,AT12-1-4-1,0.903032833,903.0328325,Sub Recent,Bocas,STRI Point
Gobiidae,90.30492552,73.4171656,AT14-1-8,0.903049255,903.0492552,Sub Recent,Bocas,Casa Blanca new
Gobiidae,90.35398919,79.79961501,AT14-3-4,0.903539892,903.5398919,Sub Recent,Bocas,Cayo Adriana
Gobiidae,90.41277944,78.39311763,AT12-1-3-1,0.904127794,904.1277944,Sub Recent,Bocas,STRI Point
Gobiidae,90.45634391,74.79299894,AT14-3-4,0.904563439,904.5634391,Sub Recent,Bocas,Cayo Adriana
Gobiidae,90.50353372,74.0353033,AT14-3-4,0.905035337,905.0353372,Sub Recent,Bocas,Cayo Adriana
Gobiidae,90.53802913,80.19833967,AT12-3-2-1,0.905380291,905.3802913,Sub Recent,Bocas,Playa Estrella
Gobiidae,90.54943525,76.48269917,AT12-3-3-1,0.905494353,905.4943525,Sub Recent,Bocas,Playa Estrella
Gobiidae,90.55175083,75.05113788,AT12-1-4-1,0.905517508,905.5175083,Sub Recent,Bocas,STRI Point
Gobiidae,90.59169494,100.1538601,AT14-2-2,0.905916949,905.9169494,Sub Recent,Bocas,Punta Donato
Gobiidae,90.6316213,75.55856436,AT12-1-4-1,0.906316213,906.316213,Sub Recent,Bocas,STRI Point
Gobiidae,90.7327504,89.11144043,AT14-2-2,0.907327504,907.327504,Sub Recent,Bocas,Punta Donato
Gobiidae,90.90080846,79.37353682,AT12-3-3-1,0.909008085,909.0080846,Sub Recent,Bocas,Playa Estrella
Gobiidae,90.93588692,81.51236313,AT12-3-3-1,0.909358869,909.3588692,Sub Recent,Bocas,Playa Estrella
Gobiidae,91.07251468,77.16136502,AT14-3-4,0.910725147,910.7251468,Sub Recent,Bocas,Cayo Adriana
Gobiidae,91.10740688,79.26555321,AT14-2-2,0.911074069,911.0740688,Sub Recent,Bocas,Punta Donato
Gobiidae,91.14943062,76.95879027,AT12-3-2-1,0.911494306,911.4943062,Sub Recent,Bocas,Playa Estrella
Gobiidae,91.1584193,71.78143957,AT12-1-4-1,0.911584193,911.584193,Sub Recent,Bocas,STRI Point
Gobiidae,91.25540012,66.197205,AT14-2-1,0.912554001,912.5540012,Sub Recent,Bocas,Punta Donato
Gobiidae,91.25818921,69.68643925,AT12-4-4-2,0.912581892,912.5818921,Sub Recent,Bocas,SW Bocas Island
Gobiidae,91.2895733,71.52025208,AT14-2-1,0.912895733,912.895733,Sub Recent,Bocas,Punta Donato
Gobiidae,91.49173475,49.48533701,AT12-1-2-2,0.914917348,914.9173475,Sub Recent,Bocas,STRI Point
Gobiidae,91.64461346,71.50201558,AT12-1-4-1,0.916446135,916.4461346,Sub Recent,Bocas,STRI Point
Gobiidae,91.66304689,80.32582394,AT12-1-3-1,0.916630469,916.6304689,Sub Recent,Bocas,STRI Point
Gobiidae,91.68799458,85.00108994,AT12-4-2-1,0.916879946,916.8799458,Sub Recent,Bocas,SW Bocas Island
Gobiidae,91.78078591,77.57225673,AT14-2-2,0.917807859,917.8078591,Sub Recent,Bocas,Punta Donato
Gobiidae,91.7989678,78.82792222,AT12-3-3-1,0.917989678,917.989678,Sub Recent,Bocas,Playa Estrella
Gobiidae,91.86750911,81.51962849,AT12-3-3-1,0.918675091,918.6750911,Sub Recent,Bocas,Playa Estrella
Gobiidae,91.89627049,54.32132353,AT14-2-1,0.918962705,918.9627049,Sub Recent,Bocas,Punta Donato
Gobiidae,91.95022285,82.25059447,AT12-3-3-1,0.919502229,919.5022285,Sub Recent,Bocas,Playa Estrella
Gobiidae,92.00063611,77.77659325,AT12-3-3-1,0.920006361,920.0063611,Sub Recent,Bocas,Playa Estrella
Gobiidae,92.02799898,68.06275043,AT14-2-2,0.92027999,920.2799898,Sub Recent,Bocas,Punta Donato
Gobiidae,92.07307525,71.13426423,AT14-2-1,0.920730753,920.7307525,Sub Recent,Bocas,Punta Donato
Gobiidae,92.12413558,78.31085902,AT12-1-3-1,0.921241356,921.2413558,Sub Recent,Bocas,STRI Point
Gobiidae,92.13512308,68.80146785,AT14-2-2,0.921351231,921.3512308,Sub Recent,Bocas,Punta Donato
Gobiidae,92.23941671,77.10330902,AT12-3-3-1,0.922394167,922.3941671,Sub Recent,Bocas,Playa Estrella
Gobiidae,92.32002223,65.0103059,AT14-2-2,0.923200222,923.2002223,Sub Recent,Bocas,Punta Donato
Gobiidae,92.34174865,77.24355765,AT12-1-3-1,0.923417487,923.4174865,Sub Recent,Bocas,STRI Point
Gobiidae,92.37432867,74.00178233,AT12-3-3-1,0.923743287,923.7432867,Sub Recent,Bocas,Playa Estrella
Gobiidae,92.46139555,79.59014189,AT12-1-4-1,0.924613956,924.6139555,Sub Recent,Bocas,STRI Point
Gobiidae,92.53144464,81.04907812,AT14-2-2,0.925314446,925.3144464,Sub Recent,Bocas,Punta Donato
Gobiidae,92.58330617,76.53494935,AT12-3-3-1,0.925833062,925.8330617,Sub Recent,Bocas,Playa Estrella
Gobiidae,92.60330694,77.97084582,AT12-3-2-1,0.926033069,926.0330694,Sub Recent,Bocas,Playa Estrella
Gobiidae,92.63103096,57.98435793,AT14-2-2,0.92631031,926.3103096,Sub Recent,Bocas,Punta Donato
Gobiidae,92.67565067,78.48657835,AT12-4-4-2,0.926756507,926.7565067,Sub Recent,Bocas,SW Bocas Island
Gobiidae,92.77255575,80.05094794,AT12-3-3-1,0.927725558,927.7255575,Sub Recent,Bocas,Playa Estrella
Gobiidae,92.82999808,76.22216943,AT12-1-3-1,0.928299981,928.2999808,Sub Recent,Bocas,STRI Point
Gobiidae,92.94795266,111.6378997,AT14-2-2,0.929479527,929.4795266,Sub Recent,Bocas,Punta Donato
Gobiidae,93.11680488,79.15127634,AT14-1-8,0.931168049,931.1680488,Sub Recent,Bocas,Casa Blanca new
Gobiidae,93.34347746,76.30979709,AT12-3-3-1,0.933434775,933.4347746,Sub Recent,Bocas,Playa Estrella
Gobiidae,93.39963034,71.21579407,AT14-2-2,0.933996303,933.9963034,Sub Recent,Bocas,Punta Donato
Gobiidae,93.42380643,84.02549656,AT12-1-4-1,0.934238064,934.2380643,Sub Recent,Bocas,STRI Point
Gobiidae,93.46052482,60.34496008,AT14-2-1,0.934605248,934.6052482,Sub Recent,Bocas,Punta Donato
Gobiidae,93.47480217,79.76279436,AT12-3-2-1,0.934748022,934.7480217,Sub Recent,Bocas,Playa Estrella
Gobiidae,93.48317143,73.2162681,AT14-2-2,0.934831714,934.8317143,Sub Recent,Bocas,Punta Donato
Gobiidae,93.53530786,76.74847994,AT12-1-3-1,0.935353079,935.3530786,Sub Recent,Bocas,STRI Point
Gobiidae,93.54391289,80.61880518,AT12-3-3-1,0.935439129,935.4391289,Sub Recent,Bocas,Playa Estrella
Gobiidae,93.58081801,96.8128997,AT14-2-2,0.93580818,935.8081801,Sub Recent,Bocas,Punta Donato
Gobiidae,93.92979844,75.07849676,AT14-3-6,0.939297984,939.2979844,Sub Recent,Bocas,Cayo Adriana
Gobiidae,93.94771283,81.76684737,AT14-1-2,0.939477128,939.4771283,Sub Recent,Bocas,Casa Blanca new
Gobiidae,93.9479916,82.24570985,AT14-2-2,0.939479916,939.479916,Sub Recent,Bocas,Punta Donato
Gobiidae,94.05688467,93.77953626,AT14-2-2,0.940568847,940.5688467,Sub Recent,Bocas,Punta Donato
Gobiidae,94.25938262,84.12174003,AT14-2-1,0.942593826,942.5938262,Sub Recent,Bocas,Punta Donato
Gobiidae,94.28671101,88.94698224,AT12-1-1-1,0.94286711,942.8671101,Sub Recent,Bocas,STRI Point
Gobiidae,94.29947887,82.7189967,AT14-2-1,0.942994789,942.9947887,Sub Recent,Bocas,Punta Donato
Gobiidae,94.3702081,76.41184245,AT12-3-2-1,0.943702081,943.702081,Sub Recent,Bocas,Playa Estrella
Gobiidae,94.40968451,82.770004,AT12-3-2-1,0.944096845,944.0968451,Sub Recent,Bocas,Playa Estrella
Gobiidae,94.54168109,82.02234876,AT12-3-2-1,0.945416811,945.4168109,Sub Recent,Bocas,Playa Estrella
Gobiidae,94.72890937,81.51224648,AT12-1-4-1,0.947289094,947.2890937,Sub Recent,Bocas,STRI Point
Gobiidae,94.73585628,81.86865129,AT12-1-3-1,0.947358563,947.3585628,Sub Recent,Bocas,STRI Point
Gobiidae,94.87490125,83.09378324,AT12-3-2-1,0.948749013,948.7490125,Sub Recent,Bocas,Playa Estrella
Gobiidae,94.9913577,77.99739042,AT12-4-4-2,0.949913577,949.913577,Sub Recent,Bocas,SW Bocas Island
Gobiidae,94.99247028,77.55542469,AT12-4-4-2,0.949924703,949.9247028,Sub Recent,Bocas,SW Bocas Island
Gobiidae,95.05415559,75.03549874,AT14-2-2,0.950541556,950.5415559,Sub Recent,Bocas,Punta Donato
Gobiidae,95.13816204,77.27511274,AT12-1-3-1,0.95138162,951.3816204,Sub Recent,Bocas,STRI Point
Gobiidae,95.24119606,77.79131995,AT12-4-4-2,0.952411961,952.4119606,Sub Recent,Bocas,SW Bocas Island
Gobiidae,95.28068548,80.3655832,AT12-4-4-2,0.952806855,952.8068548,Sub Recent,Bocas,SW Bocas Island
Gobiidae,95.32675538,81.54878288,AT12-3-2-1,0.953267554,953.2675538,Sub Recent,Bocas,Playa Estrella
Gobiidae,95.44432004,84.62395051,AT12-1-3-1,0.9544432,954.4432004,Sub Recent,Bocas,STRI Point
Gobiidae,95.45437928,58.45713762,AT14-2-2,0.954543793,954.5437928,Sub Recent,Bocas,Punta Donato
Gobiidae,95.5863654,80.65715882,AT12-3-2-1,0.955863654,955.863654,Sub Recent,Bocas,Playa Estrella
Gobiidae,95.65486787,65.54897898,AT14-2-2,0.956548679,956.5486787,Sub Recent,Bocas,Punta Donato
Gobiidae,95.73315898,79.65787226,AT12-4-3-1,0.95733159,957.3315898,Sub Recent,Bocas,SW Bocas Island
Gobiidae,95.7364971,80.28214398,AT12-1-4-1,0.957364971,957.364971,Sub Recent,Bocas,STRI Point
Gobiidae,95.74325655,79.79935616,AT14-2-2,0.957432566,957.4325655,Sub Recent,Bocas,Punta Donato
Gobiidae,95.74396724,83.78187352,AT12-3-3-1,0.957439672,957.4396724,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.00065762,80.4137599,AT12-3-2-1,0.960006576,960.0065762,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.0072325,76.42492377,AT12-1-4-1,0.960072325,960.072325,Sub Recent,Bocas,STRI Point
Gobiidae,96.02091101,81.12823266,AT12-4-4-2,0.96020911,960.2091101,Sub Recent,Bocas,SW Bocas Island
Gobiidae,96.12392971,91.31519964,AT14-2-2,0.961239297,961.2392971,Sub Recent,Bocas,Punta Donato
Gobiidae,96.22782735,79.52675997,AT12-3-3-1,0.962278274,962.2782735,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.28352971,80.77499014,AT12-3-3-1,0.962835297,962.8352971,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.32458798,82.24027099,AT12-4-4-2,0.96324588,963.2458798,Sub Recent,Bocas,SW Bocas Island
Gobiidae,96.35479545,78.75976908,AT12-3-3-1,0.963547955,963.5479545,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.37993937,77.80034784,AT12-3-3-1,0.963799394,963.7993937,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.46891697,80.06721271,AT14-4-1,0.96468917,964.6891697,Sub Recent,Bocas,Airport Point
Gobiidae,96.50373726,87.30467157,AT12-1-2-1,0.965037373,965.0373726,Sub Recent,Bocas,STRI Point
Gobiidae,96.52245802,79.55488866,AT14-1-8,0.96522458,965.2245802,Sub Recent,Bocas,Casa Blanca new
Gobiidae,96.57009912,80.83450576,AT14-1-8,0.965700991,965.7009912,Sub Recent,Bocas,Casa Blanca new
Gobiidae,96.61925479,78.04603377,AT12-3-3-1,0.966192548,966.1925479,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.64494867,81.50763477,AT12-3-2-1,0.966449487,966.4494867,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.66171035,83.16475667,AT12-1-4-1,0.966617104,966.6171035,Sub Recent,Bocas,STRI Point
Gobiidae,96.67320358,76.36566278,AT14-2-1,0.966732036,966.7320358,Sub Recent,Bocas,Punta Donato
Gobiidae,96.69953246,75.80616913,AT12-1-3-1,0.966995325,966.9953246,Sub Recent,Bocas,STRI Point
Gobiidae,96.76100571,86.2310638,AT12-3-2-1,0.967610057,967.6100571,Sub Recent,Bocas,Playa Estrella
Gobiidae,96.79986942,80.43298727,AT12-3-3-1,0.967998694,967.9986942,Sub Recent,Bocas,Playa Estrella
